C3	VP023_B	acc=0.8194	f1=0.8191	precision=0.8217	kappa=0.6389	inner_f1=0.7833
C3	VP024_B	acc=0.6806	f1=0.6755	precision=0.6926	kappa=0.3611	inner_f1=0.7778
C3	VP025_B	acc=0.9583	f1=0.9583	precision=0.9615	kappa=0.9167	inner_f1=0.7833
C3	VP026_B	acc=0.8056	f1=0.8054	precision=0.8065	kappa=0.6111	inner_f1=0.8278
Cz	VP001_B	acc=0.6111	f1=0.5909	precision=0.6385	kappa=0.2222	inner_f1=0.8106
Cz	VP002_B	acc=0.6389	f1=0.5938	precision=0.7500	kappa=0.2778	inner_f1=0.7692
Cz	VP003_B	acc=0.8194	f1=0.8191	precision=0.8217	kappa=0.6389	inner_f1=0.7497
Cz	VP004_B	acc=0.7500	f1=0.7492	precision=0.7531	kappa=0.5000	inner_f1=0.7805
Cz	VP005_B	acc=0.6806	f1=0.6805	precision=0.6807	kappa=0.3611	inner_f1=0.8111
Cz	VP006_B	acc=0.6667	f1=0.6667	precision=0.6667	kappa=0.3333	inner_f1=0.7639
Cz	VP007_B	acc=0.7917	f1=0.7822	precision=0.8529	kappa=0.5833	inner_f1=0.7750
Cz	VP008_B	acc=0.7917	f1=0.7916	precision=0.7919	kappa=0.5833	inner_f1=0.7861
Cz	VP009_B	acc=0.8750	f1=0.8738	precision=0.8897	kappa=0.7500	inner_f1=0.7639
Cz	VP010_B	acc=0.8472	f1=0.8465	precision=0.8541	kappa=0.6944	inner_f1=0.8081
Cz	VP011_B	acc=0.5139	f1=0.4033	precision=0.5537	kappa=0.0278	inner_f1=0.7882
Cz	VP012_B	acc=0.9028	f1=0.9019	precision=0.9186	kappa=0.8056	inner_f1=0.7667
Cz	VP013_B	acc=0.8056	f1=0.8042	precision=0.8143	kappa=0.6111	inner_f1=0.7746
Cz	VP014_B	acc=0.8889	f1=0.8875	precision=0.9091	kappa=0.7778	inner_f1=0.7859
Cz	VP015_B	acc=0.8611	f1=0.8607	precision=0.8656	kappa=0.7222	inner_f1=0.7555
Cz	VP016_B	acc=0.8750	f1=0.8744	precision=0.8824	kappa=0.7500	inner_f1=0.7886
Cz	VP017_B	acc=0.6389	f1=0.6378	precision=0.6406	kappa=0.2778	inner_f1=0.7802
Cz	VP018_B	acc=0.6389	f1=0.6017	precision=0.7217	kappa=0.2778	inner_f1=0.7997
Cz	VP019_B	acc=0.7917	f1=0.7916	precision=0.7919	kappa=0.5833	inner_f1=0.7523
Cz	VP020_B	acc=0.9028	f1=0.9026	precision=0.9056	kappa=0.8056	inner_f1=0.7888
Cz	VP021_B	acc=0.8889	f1=0.8885	precision=0.8938	kappa=0.7778	inner_f1=0.7718
Cz	VP022_B	acc=0.7361	f1=0.7348	precision=0.7408	kappa=0.4722	inner_f1=0.7830
Cz	VP023_B	acc=0.7778	f1=0.7776	precision=0.7786	kappa=0.5556	inner_f1=0.7912
Cz	VP024_B	acc=0.6111	f1=0.6062	precision=0.6169	kappa=0.2222	inner_f1=0.7911
Cz	VP025_B	acc=0.9861	f1=0.9861	precision=0.9865	kappa=0.9722	inner_f1=0.7715
Cz	VP026_B	acc=0.8472	f1=0.8470	precision=0.8497	kappa=0.6944	inner_f1=0.7970
CP5	VP001_B	acc=0.6111	f1=0.5852	precision=0.6481	kappa=0.2222	inner_f1=0.7776
CP5	VP002_B	acc=0.5139	f1=0.3635	precision=0.7535	kappa=0.0278	inner_f1=0.7915
CP5	VP003_B	acc=0.8056	f1=0.8031	precision=0.8214	kappa=0.6111	inner_f1=0.7737
CP5	VP004_B	acc=0.7917	f1=0.7907	precision=0.7974	kappa=0.5833	inner_f1=0.7658
CP5	VP005_B	acc=0.7361	f1=0.7348	precision=0.7408	kappa=0.4722	inner_f1=0.8136
CP5	VP006_B	acc=0.7639	f1=0.7638	precision=0.7641	kappa=0.5278	inner_f1=0.7884
CP5	VP007_B	acc=0.6806	f1=0.6775	precision=0.6877	kappa=0.3611	inner_f1=0.8274
CP5	VP008_B	acc=0.8889	f1=0.8888	precision=0.8901	kappa=0.7778	inner_f1=0.7693
CP5	VP009_B	acc=0.8750	f1=0.8744	precision=0.8824	kappa=0.7500	inner_f1=0.7578
CP5	VP010_B	acc=0.8333	f1=0.8332	precision=0.8344	kappa=0.6667	inner_f1=0.7666
CP5	VP011_B	acc=0.5833	f1=0.5617	precision=0.6038	kappa=0.1667	inner_f1=0.7805
CP5	VP012_B	acc=0.8472	f1=0.8448	precision=0.8704	kappa=0.6944	inner_f1=0.7605
CP5	VP013_B	acc=0.7917	f1=0.7913	precision=0.7937	kappa=0.5833	inner_f1=0.7827
CP5	VP014_B	acc=0.8472	f1=0.8458	precision=0.8609	kappa=0.6944	inner_f1=0.8052
CP5	VP015_B	acc=0.8194	f1=0.8191	precision=0.8217	kappa=0.6389	inner_f1=0.7638
CP5	VP016_B	acc=0.8472	f1=0.8436	precision=0.8830	kappa=0.6944	inner_f1=0.7776
CP5	VP017_B	acc=0.6806	f1=0.6790	precision=0.6841	kappa=0.3611	inner_f1=0.7884
CP5	VP018_B	acc=0.6528	f1=0.6133	precision=0.7581	kappa=0.3056	inner_f1=0.8109
CP5	VP019_B	acc=0.7361	f1=0.7348	precision=0.7408	kappa=0.4722	inner_f1=0.8166
CP5	VP020_B	acc=0.9028	f1=0.9026	precision=0.9056	kappa=0.8056	inner_f1=0.7885
CP5	VP021_B	acc=0.9306	f1=0.9305	precision=0.9309	kappa=0.8611	inner_f1=0.7857
CP5	VP022_B	acc=0.6944	f1=0.6942	precision=0.6950	kappa=0.3889	inner_f1=0.7854
CP5	VP023_B	acc=0.7778	f1=0.7776	precision=0.7786	kappa=0.5556	inner_f1=0.8024
CP5	VP024_B	acc=0.8750	f1=0.8748	precision=0.8776	kappa=0.7500	inner_f1=0.7748
CP5	VP025_B	acc=0.9583	f1=0.9583	precision=0.9587	kappa=0.9167	inner_f1=0.7656
CP5	VP026_B	acc=0.7639	f1=0.7635	precision=0.7657	kappa=0.5278	inner_f1=0.7806
